SeqName,length,bit-score,eValue,hitName,GOs,ACC
scf7180000000004_quiver_9,66,122.479,5.38E-35,gi|488285226|ref|WP_002356434.1|MULTISPECIES: GlsB/YeaQ/YmgE family stress response membrane protein [Bacilli] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_9,66,105.145,4.00E-28,gi|951391245|ref|WP_057766889.1|GlsB/YeaQ/YmgE family stress response membrane protein [Lactobacillus tucceti] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_9,66,104.76,4.72E-28,gi|657903601|ref|WP_029606488.1|MULTISPECIES: GlsB/YeaQ/YmgE family stress response membrane protein [Lactobacillus] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_9,66,102.064,5.61E-27,gi|498462879|ref|WP_010768269.1|GlsB/YeaQ/YmgE family stress response membrane protein [Enterococcus phoeniculicola] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_9,66,101.679,7.50E-27,gi|951581789|ref|WP_057895441.1|GlsB/YeaQ/YmgE family stress response membrane protein [Lactobacillus oeni] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_9,66,101.679,8.69E-27,gi|951369474|ref|WP_057745842.1|GlsB/YeaQ/YmgE family stress response membrane protein [Lactobacillus capillatus] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_9,66,101.679,1.22E-26,gi|948892339|gb|KRN07630.1|hypothetical protein FD15_GL000922 [Lactobacillus sucicola DSM 21376 = JCM 15457],"GO:0016020, GO:0016021",
scf7180000000004_quiver_10,456,940.643,0,gi|488310372|ref|WP_002379757.1|MULTISPECIES: RNA methyltransferase [Enterococcus] ,"GO:0001510, GO:0008173, GO:0003723, GO:0046872, GO:0006396, GO:0051539, GO:0008168, GO:0016740, GO:0032259, GO:0051536",
scf7180000000004_quiver_10,456,939.102,0,gi|488288258|ref|WP_002359466.1|RNA methyltransferase [Enterococcus faecalis] ,"GO:0001510, GO:0008173, GO:0003723, GO:0006396, GO:0016740, GO:0008168, GO:0030697, GO:0032259",
scf7180000000004_quiver_10,456,937.947,0,gi|488340173|ref|WP_002409558.1|RNA methyltransferase [Enterococcus faecalis] ,"GO:0001510, GO:0008173, GO:0003723, GO:0006396, GO:0016740, GO:0008168, GO:0032259",
scf7180000000004_quiver_10,456,937.562,0,gi|514905327|ref|WP_016630629.1|MULTISPECIES: 23S rRNA (uracil-5-)-methyltransferase RumA [Enterococcus] ,"GO:0001510, GO:0008173, GO:0003723, GO:0006396, GO:0016740, GO:0008168, GO:0032259",
scf7180000000004_quiver_10,456,937.562,0,gi|498399449|ref|WP_010712755.1|23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD [Enterococcus faecalis] ,"GO:0001510, GO:0008173, GO:0003723, GO:0006396, GO:0016740, GO:0008168, GO:0032259",
scf7180000000004_quiver_10,456,937.562,0,gi|488285228|ref|WP_002356436.1|MULTISPECIES: RNA methyltransferase [Enterococcus] ,"GO:0001510, GO:0008173, GO:0003723, GO:0006396, GO:0016740, GO:0008168, GO:0032259",
scf7180000000004_quiver_10,456,936.791,0,gi|488309245|ref|WP_002378630.1|23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD [Enterococcus faecalis] ,"GO:0001510, GO:0008173, GO:0003723, GO:0006396, GO:0016740, GO:0008168, GO:0032259",
scf7180000000004_quiver_11,266,535.798,0,gi|488288259|ref|WP_002359467.1|recombination regulator RecX [Enterococcus faecalis] ,"GO:0006282, GO:0005737",
scf7180000000004_quiver_11,266,533.872,0,gi|488311345|ref|WP_002380730.1|recombination regulator RecX [Enterococcus faecalis] ,"GO:0006282, GO:0005737",
scf7180000000004_quiver_11,266,533.487,0,gi|488312039|ref|WP_002381424.1|recombination regulator RecX [Enterococcus faecalis] ,"GO:0006282, GO:0005737",
scf7180000000004_quiver_11,266,533.102,0,gi|488285231|ref|WP_002356439.1|MULTISPECIES: recombination regulator RecX [Bacilli] ,"GO:0006282, GO:0005737",
scf7180000000004_quiver_11,266,532.717,0,gi|560451698|ref|WP_023628259.1|recombination regulator RecX [Enterococcus faecalis] ,"GO:0006282, GO:0005737",
scf7180000000004_quiver_11,266,531.561,0,gi|488299316|ref|WP_002370524.1|recombination regulator RecX [Enterococcus faecalis] ,"GO:0006282, GO:0005737",
scf7180000000004_quiver_12,394,816.224,0,gi|488297615|ref|WP_002368823.1|A/G-specific adenine glycosylase [Enterococcus faecalis] ,"GO:0003677, GO:0006281, GO:0008152, GO:0003824, GO:0006284, GO:0051539, GO:0019104, GO:0016787, GO:0016798",
scf7180000000004_quiver_12,394,815.453,0,gi|488301085|ref|WP_002372293.1|A/G-specific adenine glycosylase [Enterococcus faecalis] ,"GO:0006281, GO:0003677, GO:0008152, GO:0003824, GO:0006284, GO:0051539, GO:0019104, GO:0016798, GO:0016787",
scf7180000000004_quiver_12,394,814.298,0,gi|498399448|ref|WP_010712754.1|A/G-specific adenine glycosylase [Enterococcus faecalis] ,"GO:0006281, GO:0003677, GO:0003824, GO:0006284, GO:0051539, GO:0019104, GO:0016787",
scf7180000000004_quiver_12,394,814.298,0,gi|488288260|ref|WP_002359468.1|A/G-specific adenine glycosylase [Enterococcus faecalis] ,"GO:0003677, GO:0006281, GO:0003824, GO:0006284, GO:0051539, GO:0019104, GO:0016787",
scf7180000000004_quiver_15,174,360.147,6.45E-126,gi|488285237|ref|WP_002356445.1|MULTISPECIES: N-acetyltransferase [Enterococcus] ,"GO:0016740, GO:0008080",
scf7180000000004_quiver_15,174,358.992,1.93E-125,gi|488324742|ref|WP_002394127.1|MULTISPECIES: N-acetyltransferase [Bacilli] ,"GO:0016740, GO:0008080",
scf7180000000004_quiver_15,174,358.607,2.87E-125,gi|488291324|ref|WP_002362532.1|N-acetyltransferase [Enterococcus faecalis] ,"GO:0016740, GO:0008080",
scf7180000000004_quiver_15,174,358.607,3.03E-125,gi|498393497|ref|WP_010707200.1|N-acetyltransferase [Enterococcus faecalis] ,"GO:0016740, GO:0008080",
scf7180000000004_quiver_15,174,358.607,3.10E-125,gi|514905324|ref|WP_016630626.1|MULTISPECIES: N-acetyltransferase [Enterococcus] ,"GO:0016740, GO:0008080",
scf7180000000004_quiver_15,174,357.451,8.42E-125,gi|488299314|ref|WP_002370522.1|N-acetyltransferase [Enterococcus faecalis] ,"GO:0016740, GO:0008080",
scf7180000000004_quiver_15,174,356.681,1.33E-124,gi|488337859|ref|WP_002407244.1|N-acetyltransferase [Enterococcus faecalis] ,"GO:0016746, GO:0016740, GO:0008080",
scf7180000000004_quiver_15,174,356.295,1.92E-124,gi|488297617|ref|WP_002368825.1|N-acetyltransferase [Enterococcus faecalis] ,"GO:0016740, GO:0008080",
scf7180000000004_quiver_16,273,568.155,0,gi|488285238|ref|WP_002356446.1|MULTISPECIES: NUDIX hydrolase [Bacilli] ,"GO:0016779, GO:0016740, GO:0016787",
scf7180000000004_quiver_16,273,566.614,0,"gi|227176689|gb|EEI57661.1|hydrolase, NUDIX family [Enterococcus faecalis EnGen0297] ",GO:0016787,
scf7180000000004_quiver_16,273,566.229,0,gi|488301082|ref|WP_002372290.1|NUDIX hydrolase [Enterococcus faecalis] ,GO:0016787,
scf7180000000004_quiver_16,273,566.229,0,gi|488319029|ref|WP_002388414.1|NUDIX hydrolase [Enterococcus faecalis] ,GO:0016787,
scf7180000000004_quiver_16,273,565.844,0,gi|488288262|ref|WP_002359470.1|NUDIX hydrolase [Enterococcus faecalis] ,GO:0016787,
scf7180000000004_quiver_16,273,565.074,0,"gi|227073034|gb|EEI10997.1|hydrolase, NUDIX family [Enterococcus faecalis TX0104] ",GO:0016787,
scf7180000000004_quiver_16,273,564.688,0,"gi|306498714|gb|EFM68215.1|hydrolase, NUDIX family [Enterococcus faecalis TX0411] ",GO:0016787,
scf7180000000004_quiver_16,273,564.303,0,"gi|306500431|gb|EFM69767.1|hydrolase, NUDIX family [Enterococcus faecalis TX0109] ",GO:0016787,
scf7180000000004_quiver_16,273,557.37,0,"gi|90109533|pdb|2FML|AChain A, Crystal Structure Of MuttNUDIX FAMILY PROTEIN FROM ENTEROCOCCUS Faecalis ",GO:0016787,
scf7180000000004_quiver_18,226,457.988,6.35E-163,gi|488285240|ref|WP_002356448.1|MULTISPECIES: hypothetical protein [Bacilli] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_18,226,456.062,3.37E-162,gi|488309242|ref|WP_002378627.1|hypothetical protein [Enterococcus faecalis] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_18,226,456.062,4.01E-162,gi|514886812|ref|WP_016616634.1|hypothetical protein [Enterococcus faecalis] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_18,226,453.751,3.34E-161,gi|488333354|ref|WP_002402739.1|hypothetical protein [Enterococcus faecalis] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_19,194,393.275,2.55E-138,"gi|227176686|gb|EEI57658.1|hydrolase, NUDIX family [Enterococcus faecalis EnGen0297] ",GO:0016787,
scf7180000000004_quiver_19,194,393.275,2.55E-138,gi|499422096|ref|WP_011109560.1|MULTISPECIES: NUDIX hydrolase [Bacilli] ,"GO:0047631, GO:0016787",
scf7180000000004_quiver_19,194,393.275,2.86E-138,"gi|229305420|gb|EEN71416.1|hydrolase, NUDIX family [Enterococcus faecalis ATCC 29200] ",GO:0016787,
scf7180000000004_quiver_19,194,391.734,8.99E-138,gi|255967766|gb|EET98388.1|NUDIX hydrolase [Enterococcus faecalis T2] ,GO:0016787,
scf7180000000004_quiver_19,194,391.349,1.56E-137,gi|257163509|gb|EEU93469.1|MutT/nudix family protein [Enterococcus faecalis X98] ,GO:0016787,
scf7180000000004_quiver_20,98,188.348,2.41E-60,gi|488285243|ref|WP_002356451.1|MULTISPECIES: hypothetical protein [Bacilli] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_20,98,127.487,2.71E-36,gi|498455248|ref|WP_010760703.1|hypothetical protein [Enterococcus haemoperoxidus] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_20,98,124.405,4.63E-35,gi|498460194|ref|WP_010765611.1|hypothetical protein [Enterococcus moraviensis] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_20,98,123.635,1.20E-34,gi|1107003123|ref|WP_071878318.1|hypothetical protein [Enterococcus silesiacus] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_20,98,111.309,7.28E-30,gi|498467773|ref|WP_010773129.1|hypothetical protein [Enterococcus caccae] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_21,231,463.766,4.56E-165,gi|488285246|ref|WP_002356454.1|MULTISPECIES: 5'-methylthioadenosine/adenosylhomocysteine nucleosidase [Bacilli] ,"GO:0009164, GO:0008152, GO:0009086, GO:0019509, GO:0003824, GO:0008782, GO:0008930, GO:0009116, GO:0008652, GO:0016787, GO:0016798","EOT52258.1, AAO82398.1, NP_816328.1, EOT85827.1"
scf7180000000004_quiver_21,231,383.645,2.33E-133,gi|498460193|ref|WP_010765610.1|5'-methylthioadenosine/adenosylhomocysteine nucleosidase [Enterococcus moraviensis] ,"GO:0009164, GO:0009086, GO:0019284, GO:0019509, GO:0003824, GO:0008782, GO:0008930, GO:0009116, GO:0008652, GO:0016787",
scf7180000000004_quiver_22,88,181.415,5.65E-58,gi|488285247|ref|WP_002356455.1|MULTISPECIES: hypothetical protein [Enterococcus] ,"GO:0090305, GO:0004519",
scf7180000000004_quiver_22,88,177.178,3.59E-56,gi|488310364|ref|WP_002379749.1|MULTISPECIES: hypothetical protein [Enterococcus] ,"GO:0090305, GO:0004519",
scf7180000000004_quiver_22,88,134.42,2.83E-39,gi|488238751|ref|WP_002309959.1|MULTISPECIES: GIY-YIG nuclease family protein [Enterococcus] ,"GO:0090305, GO:0004519, GO:0008168, GO:0016740, GO:0032259",
scf7180000000004_quiver_23,244,501.901,1.07E-179,gi|488285249|ref|WP_002356457.1|MULTISPECIES: tRNA1(Val) (adenine(37)-N6)-methyltransferase [Enterococcus] ,"GO:0008168, GO:0016740, GO:0032259, GO:0003676",
scf7180000000004_quiver_23,244,500.36,4.91E-179,gi|488303110|ref|WP_002374085.1|MULTISPECIES: tRNA1(Val) (adenine(37)-N6)-methyltransferase [Enterococcus] ,"GO:0016740, GO:0008168, GO:0032259, GO:0003676",
scf7180000000004_quiver_23,244,498.049,3.42E-178,gi|498525808|ref|WP_010825476.1|MULTISPECIES: tRNA1(Val) (adenine(37)-N6)-methyltransferase [Bacilli] ,"GO:0016740, GO:0008168, GO:0032259, GO:0003676",
scf7180000000004_quiver_24,208,424.476,3.39E-150,gi|488285253|ref|WP_002356461.1|MULTISPECIES: 1-acyl-sn-glycerol-3-phosphate acyltransferase [Bacilli] ,"GO:0008152, GO:0016746, GO:0016740",
scf7180000000004_quiver_24,208,424.091,4.92E-150,gi|498393499|ref|WP_010707202.1|1-acyl-sn-glycerol-3-phosphate acyltransferase [Enterococcus faecalis] ,"GO:0008152, GO:0016746, GO:0016740",
scf7180000000004_quiver_24,208,421.779,3.87E-149,gi|488295980|ref|WP_002367188.1|MULTISPECIES: 1-acyl-sn-glycerol-3-phosphate acyltransferase [Enterococcus] ,"GO:0008152, GO:0016746, GO:0016740",
scf7180000000004_quiver_24,208,373.244,6.31E-130,gi|498460188|ref|WP_010765605.1|1-acyl-sn-glycerol-3-phosphate acyltransferase [Enterococcus moraviensis] ,"GO:0008152, GO:0016746, GO:0016740",
scf7180000000004_quiver_25,378,777.704,0,"gi|306504564|gb|EFM73768.1|exonuclease SbcCD, D subunit [Enterococcus faecalis TX0860] ","GO:0090305, GO:0006260, GO:0004527, GO:0008408, GO:0004518, GO:0004519, GO:0006310, GO:0016787, GO:0006259",
scf7180000000004_quiver_25,378,777.319,0,gi|488311342|ref|WP_002380727.1|exonuclease SbcCD subunit D [Enterococcus faecalis] ,"GO:0090305, GO:0006260, GO:0008408, GO:0004527, GO:0004518, GO:0004519, GO:0006310, GO:0016787, GO:0006259",
scf7180000000004_quiver_25,378,777.319,0,gi|488288267|ref|WP_002359475.1|exonuclease SbcCD subunit D [Enterococcus faecalis] ,"GO:0090305, GO:0006260, GO:0004527, GO:0008408, GO:0004518, GO:0004519, GO:0006310, GO:0016787, GO:0006259",
scf7180000000004_quiver_25,378,776.933,0,gi|488291092|ref|WP_002362300.1|exonuclease SbcCD subunit D [Enterococcus faecalis] ,"GO:0090305, GO:0006260, GO:0008408, GO:0004527, GO:0004518, GO:0004519, GO:0006310, GO:0016787, GO:0006259",
scf7180000000004_quiver_25,378,776.163,0,"gi|291078098|gb|EFE15462.1|exonuclease SbcCD, D subunit [Enterococcus faecalis R712] ","GO:0090305, GO:0006260, GO:0008408, GO:0004527, GO:0004518, GO:0004519, GO:0006310, GO:0016787, GO:0006259",
scf7180000000004_quiver_26,1045,2067.74,0,gi|488311340|ref|WP_002380725.1|SMC family ATPase [Enterococcus faecalis] ,"GO:0006281, GO:0090305, GO:0006260, GO:0004527, GO:0004518, GO:0004519, GO:0006310, GO:0016787",
scf7180000000004_quiver_26,1045,2062.34,0,gi|488299312|ref|WP_002370520.1|SMC family ATPase [Enterococcus faecalis] ,"GO:0090305, GO:0006281, GO:0006260, GO:0004527, GO:0004518, GO:0004519, GO:0006310, GO:0016787",
scf7180000000004_quiver_26,1045,2059.65,0,gi|488309238|ref|WP_002378623.1|SMC family ATPase [Enterococcus faecalis] ,"GO:0090305, GO:0006281, GO:0006260, GO:0004527, GO:0004518, GO:0004519, GO:0006310, GO:0016787",
scf7180000000004_quiver_26,1045,2059.26,0,gi|514886811|ref|WP_016616633.1|SMC family ATPase [Enterococcus faecalis] ,"GO:0090305, GO:0006281, GO:0006260, GO:0004527, GO:0004518, GO:0004519, GO:0006310, GO:0016787",
scf7180000000004_quiver_26,1045,2058.11,0,gi|488293839|ref|WP_002365047.1|SMC family ATPase [Enterococcus faecalis] ,"GO:0090305, GO:0006281, GO:0006260, GO:0004527, GO:0004518, GO:0004519, GO:0006310, GO:0016787",
scf7180000000004_quiver_27,1065,2196.39,0,gi|488291090|ref|WP_002362298.1|MULTISPECIES: Snf2 family helicase [Bacilli] ,"GO:0000166, GO:0008270, GO:0004386, GO:0005524",
scf7180000000004_quiver_27,1065,2196.01,0,gi|488309237|ref|WP_002378622.1|Snf2 family helicase [Enterococcus faecalis] ,"GO:0000166, GO:0008270, GO:0005524",
scf7180000000004_quiver_27,1065,2195.62,0,gi|488301070|ref|WP_002372278.1|Snf2 family helicase [Enterococcus faecalis] ,"GO:0000166, GO:0008270, GO:0005524",
scf7180000000004_quiver_27,1065,2195.24,0,gi|488285257|ref|WP_002356465.1|MULTISPECIES: Snf2 family helicase [Enterococcus] ,"GO:0000166, GO:0008270, GO:0005524",
scf7180000000004_quiver_27,1065,2194.85,0,gi|488311339|ref|WP_002380724.1|Snf2 family helicase [Enterococcus faecalis] ,"GO:0000166, GO:0008270, GO:0005524",
scf7180000000004_quiver_32,341,686.797,0,gi|488311337|ref|WP_002380722.1|DUF916 and DUF3324 domain-containing protein [Enterococcus faecalis] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_32,341,686.026,0,gi|488291083|ref|WP_002362291.1|MULTISPECIES: DUF916 and DUF3324 domain-containing protein [Bacilli] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_32,341,685.256,0,gi|488306178|ref|WP_002376547.1|MULTISPECIES: DUF916 and DUF3324 domain-containing protein [Enterococcus] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_32,341,684.485,0,gi|488309235|ref|WP_002378620.1|DUF916 and DUF3324 domain-containing protein [Enterococcus faecalis] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_32,341,684.1,0,gi|488340154|ref|WP_002409539.1|DUF916 and DUF3324 domain-containing protein [Enterococcus faecalis] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_32,341,683.715,0,gi|488317789|ref|WP_002387174.1|DUF916 and DUF3324 domain-containing protein [Enterococcus faecalis] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_32,341,682.945,0,gi|564596863|gb|ETC92903.1|cell wall surface anchor protein [Enterococcus faecalis PF3],"GO:0016020, GO:0016021",
scf7180000000004_quiver_32,341,682.945,0,gi|514905284|ref|WP_016630594.1|MULTISPECIES: DUF916 and DUF3324 domain-containing protein [Enterococcus] ,"GO:0016020, GO:0016021",
scf7180000000004_quiver_33,237,498.819,1.12E-178,gi|488285266|ref|WP_002356474.1|MULTISPECIES: HAD family hydrolase [Bacilli] ,"GO:0008152, GO:0016787",
scf7180000000004_quiver_33,237,498.049,1.99E-178,gi|488317788|ref|WP_002387173.1|HAD family hydrolase [Enterococcus faecalis] ,"GO:0008152, GO:0016787",
scf7180000000004_quiver_33,237,497.664,2.95E-178,gi|488297629|ref|WP_002368837.1|HAD family hydrolase [Enterococcus faecalis] ,"GO:0008152, GO:0016787",
scf7180000000004_quiver_33,237,497.664,3.29E-178,gi|488311336|ref|WP_002380721.1|HAD family hydrolase [Enterococcus faecalis] ,"GO:0008152, GO:0016787",
scf7180000000004_quiver_34,571,1164.44,0,gi|488324734|ref|WP_002394119.1|MULTISPECIES: ABC transporter ATP-binding protein [Bacilli] ,"GO:0042626, GO:0000166, GO:0055085, GO:0016020, GO:0016021, GO:0006810, GO:0016787, GO:0005524, GO:0016887",
scf7180000000004_quiver_34,571,1164.06,0,gi|488322106|ref|WP_002391491.1|ABC transporter ATP-binding protein [Enterococcus faecalis] ,"GO:0042626, GO:0000166, GO:0055085, GO:0016020, GO:0016021, GO:0006810, GO:0005524, GO:0016887",
scf7180000000004_quiver_34,571,1162.9,0,gi|488333558|ref|WP_002402943.1|ABC transporter ATP-binding protein [Enterococcus faecalis] ,"GO:0042626, GO:0000166, GO:0055085, GO:0016020, GO:0016021, GO:0006810, GO:0005524, GO:0016887",
scf7180000000004_quiver_34,571,1162.52,0,gi|488317787|ref|WP_002387172.1|MULTISPECIES: ABC transporter ATP-binding protein [Enterococcus] ,"GO:0000166, GO:0042626, GO:0055085, GO:0016020, GO:0016021, GO:0006810, GO:0005524, GO:0016887",
scf7180000000004_quiver_34,571,1161.75,0,gi|488320419|ref|WP_002389804.1|ABC transporter ATP-binding protein [Enterococcus faecalis] ,"GO:0000166, GO:0042626, GO:0055085, GO:0016020, GO:0016021, GO:0006810, GO:0005524, GO:0016887",
scf7180000000004_quiver_34,571,1161.75,0,gi|488329440|ref|WP_002398825.1|ABC transporter ATP-binding protein [Enterococcus faecalis] ,"GO:0042626, GO:0000166, GO:0055085, GO:0016020, GO:0016021, GO:0006810, GO:0005524, GO:0016887",
scf7180000000004_quiver_35,336,694.501,0,gi|488288351|ref|WP_002359559.1|MULTISPECIES: tryptophan--tRNA ligase [Bacilli] ,"GO:0006418, GO:0000166, GO:0005737, GO:0004812, GO:0006436, GO:0016874, GO:0005524, GO:0006412, GO:0004830",
scf7180000000004_quiver_35,336,693.345,0,gi|291078495|gb|EFE15859.1|tryptophan--tRNA ligase [Enterococcus faecalis R712] ,"GO:0006418, GO:0000166, GO:0005737, GO:0004812, GO:0006436, GO:0016874, GO:0006412, GO:0005524, GO:0004830",
scf7180000000004_quiver_35,336,692.96,0,gi|227072963|gb|EEI10926.1|tryptophan--tRNA ligase [Enterococcus faecalis TX0104] ,"GO:0006418, GO:0000166, GO:0005737, GO:0004812, GO:0006436, GO:0016874, GO:0006412, GO:0005524, GO:0004830",
scf7180000000004_quiver_36,132,266.544,3.65E-90,gi|488285269|ref|WP_002356477.1|MULTISPECIES: transcriptional regulator Spx [Bacilli] ,"GO:0005737, GO:0006351, GO:0045892, GO:0006355",
scf7180000000004_quiver_36,132,257.684,1.02E-86,gi|498455263|ref|WP_010760718.1|MULTISPECIES: transcriptional regulator Spx [Enterococcus] ,"GO:0005737, GO:0006351, GO:0045892, GO:0006355",
scf7180000000004_quiver_36,132,253.062,7.28E-85,gi|510799555|ref|WP_016174349.1|transcriptional regulator Spx [Enterococcus saccharolyticus] ,"GO:0005737, GO:0006351, GO:0045892, GO:0006355",
scf7180000000004_quiver_36,132,249.98,1.36E-83,gi|488225176|ref|WP_002296384.1|MULTISPECIES: transcriptional regulator Spx [Bacteria] ,"GO:0005737, GO:0006351, GO:0045892, GO:0006355",
scf7180000000004_quiver_37,220,440.654,3.32E-156,gi|488285270|ref|WP_002356478.1|MULTISPECIES: adapter protein MecA [Bacilli] ,GO:0030674,
scf7180000000004_quiver_37,220,438.728,1.67E-155,gi|488299307|ref|WP_002370515.1|adaptor protein MecA [Enterococcus faecalis] ,GO:0030674,
scf7180000000004_quiver_37,220,438.728,1.78E-155,gi|498393508|ref|WP_010707211.1|adaptor protein MecA [Enterococcus faecalis] ,GO:0030674,
scf7180000000004_quiver_37,220,436.802,9.96E-155,gi|498399440|ref|WP_010712746.1|adaptor protein MecA [Enterococcus faecalis] ,GO:0030674,
